lh.aparc.volume	lh_bankssts_volume	lh_caudalanteriorcingulate_volume	lh_caudalmiddlefrontal_volume	lh_cuneus_volume	lh_entorhinal_volume	lh_fusiform_volume	lh_inferiorparietal_volume	lh_inferiortemporal_volume	lh_isthmuscingulate_volume	lh_lateraloccipital_volume	lh_lateralorbitofrontal_volume	lh_lingual_volume	lh_medialorbitofrontal_volume	lh_middletemporal_volume	lh_parahippocampal_volume	lh_paracentral_volume	lh_parsopercularis_volume	lh_parsorbitalis_volume	lh_parstriangularis_volume	lh_pericalcarine_volume	lh_postcentral_volume	lh_posteriorcingulate_volume	lh_precentral_volume	lh_precuneus_volume	lh_rostralanteriorcingulate_volume	lh_rostralmiddlefrontal_volume	lh_superiorfrontal_volume	lh_superiorparietal_volume	lh_superiortemporal_volume	lh_supramarginal_volume	lh_frontalpole_volume	lh_temporalpole_volume	lh_transversetemporal_volume	lh_insula_volume	BrainSegVolNotVent	eTIV
sub-1_ses-11_T1w.long.sub-1_base	2628.0	1310.0	5523.0	2557.0	2529.0	9918.0	11404.0	11073.0	3015.0	10276.0	7136.0	5421.0	5581.0	10720.0	2556.0	3527.0	4296.0	2217.0	3854.0	2439.0	9377.0	3346.0	14914.0	9664.0	2755.0	15882.0	21781.0	14015.0	12719.0	11485.0	901.0	3043.0	995.0	7404.0	1115234.0	1525148.075844
sub-1_ses-12_T1w.long.sub-1_base	2643.0	1272.0	5509.0	2578.0	2576.0	9848.0	11425.0	10961.0	3025.0	10272.0	7073.0	5486.0	5801.0	10611.0	2524.0	3521.0	4277.0	2224.0	3821.0	2493.0	9363.0	3360.0	14930.0	9702.0	2750.0	15788.0	21712.0	14030.0	12620.0	11465.0	897.0	2987.0	992.0	7480.0	1114033.0	1525148.075844
sub-1_ses-13_T1w.long.sub-1_base	2632.0	1269.0	5293.0	2543.0	2439.0	9837.0	11684.0	11014.0	3098.0	10304.0	7085.0	5417.0	5517.0	10707.0	2577.0	3532.0	4269.0	2166.0	3771.0	2401.0	9334.0	3393.0	14932.0	9773.0	2757.0	15673.0	21589.0	13946.0	12721.0	11573.0	920.0	2930.0	994.0	7398.0	1119696.0	1525148.075844
sub-1_ses-14_T1w.long.sub-1_base	2601.0	1295.0	5345.0	2549.0	2410.0	9956.0	11575.0	11024.0	3116.0	10421.0	7053.0	5463.0	5794.0	10776.0	2508.0	3533.0	4216.0	2163.0	3807.0	2418.0	9197.0	3416.0	14764.0	9840.0	2782.0	15570.0	21746.0	13842.0	12750.0	11425.0	907.0	3126.0	990.0	7417.0	1112759.0	1525148.075844
sub-1_ses-15_T1w.long.sub-1_base	2621.0	1266.0	5359.0	2571.0	2439.0	9734.0	11499.0	10954.0	3130.0	10313.0	7167.0	5546.0	5865.0	10617.0	2553.0	3389.0	4227.0	2134.0	3786.0	2566.0	9242.0	3371.0	14557.0	9581.0	2727.0	15381.0	21384.0	13589.0	12547.0	11283.0	858.0	3017.0	991.0	7674.0	1114855.0	1525148.075844
sub-1_ses-16_T1w.long.sub-1_base	2624.0	1276.0	5478.0	2532.0	2366.0	9785.0	11451.0	10857.0	3067.0	10216.0	7137.0	5432.0	5538.0	10630.0	2512.0	3467.0	4268.0	2224.0	3824.0	2469.0	9240.0	3395.0	14832.0	9689.0	2734.0	15826.0	21695.0	13892.0	12612.0	11475.0	900.0	3012.0	969.0	7414.0	1114150.0	1525148.075844
sub-1_ses-17_T1w.long.sub-1_base	2629.0	1262.0	5399.0	2562.0	2502.0	9773.0	11466.0	10965.0	3070.0	10258.0	7140.0	5432.0	5589.0	10567.0	2535.0	3397.0	4170.0	2178.0	3775.0	2451.0	9171.0	3314.0	14430.0	9570.0	2681.0	15520.0	21421.0	13763.0	12387.0	11359.0	864.0	2985.0	999.0	7495.0	1114658.0	1525148.075844
sub-1_ses-18_T1w.long.sub-1_base	2600.0	1283.0	5404.0	2595.0	2542.0	9819.0	11393.0	10954.0	3074.0	10267.0	7129.0	5520.0	5750.0	10648.0	2535.0	3524.0	4263.0	2138.0	3789.0	2531.0	9378.0	3357.0	14828.0	9701.0	2719.0	15505.0	21706.0	13916.0	12531.0	11408.0	871.0	3048.0	993.0	7551.0	1115650.0	1525148.075844
sub-1_ses-19_T1w.long.sub-1_base	2660.0	1311.0	5432.0	2565.0	2487.0	9949.0	11695.0	10979.0	3064.0	10571.0	7231.0	5427.0	5617.0	10704.0	2537.0	3502.0	4331.0	2174.0	3797.0	2451.0	9390.0	3404.0	14913.0	9721.0	2761.0	15635.0	21672.0	13999.0	12638.0	11542.0	883.0	2998.0	1014.0	7478.0	1120467.0	1525148.075844
sub-1_ses-20_T1w.long.sub-1_base	2660.0	1309.0	5587.0	2644.0	2589.0	10023.0	11844.0	11245.0	3116.0	10463.0	7252.0	5553.0	5635.0	11066.0	2558.0	3562.0	4316.0	2156.0	3809.0	2432.0	9697.0	3436.0	15197.0	10050.0	2770.0	15847.0	21802.0	14387.0	12747.0	11789.0	892.0	2957.0	996.0	7698.0	1124297.0	1525148.075844
sub-1_ses-21_T1w.long.sub-1_base	2617.0	1298.0	5468.0	2623.0	2425.0	9805.0	11541.0	11037.0	3041.0	10365.0	7187.0	5446.0	5616.0	10744.0	2549.0	3488.0	4249.0	2152.0	3802.0	2482.0	9329.0	3377.0	14804.0	9827.0	2754.0	15638.0	21590.0	14093.0	12483.0	11517.0	878.0	2921.0	1014.0	7637.0	1110157.0	1525148.075844
sub-1_ses-22_T1w.long.sub-1_base	2620.0	1294.0	5498.0	2579.0	2478.0	9833.0	11559.0	10955.0	3082.0	10223.0	7075.0	5429.0	5539.0	10627.0	2592.0	3537.0	4271.0	2180.0	3784.0	2465.0	9404.0	3391.0	14990.0	9804.0	2726.0	15873.0	21637.0	14192.0	12490.0	11594.0	892.0	2975.0	993.0	7384.0	1113841.0	1525148.075844
sub-1_ses-23_T1w.long.sub-1_base	2646.0	1297.0	5592.0	2611.0	2562.0	10049.0	11627.0	11146.0	3094.0	10478.0	7219.0	5555.0	5646.0	10871.0	2557.0	3556.0	4297.0	2225.0	3863.0	2519.0	9543.0	3412.0	15128.0	9946.0	2765.0	16055.0	22025.0	14352.0	12807.0	11643.0	910.0	3107.0	1010.0	7512.0	1121962.0	1525148.075844
sub-1_ses-24_T1w.long.sub-1_base	2659.0	1285.0	5551.0	2618.0	2483.0	9997.0	11622.0	11123.0	3135.0	10346.0	7233.0	5441.0	5858.0	10799.0	2560.0	3535.0	4245.0	2173.0	3809.0	2478.0	9343.0	3412.0	14918.0	9920.0	2705.0	15752.0	21813.0	14086.0	12688.0	11656.0	884.0	3084.0	983.0	7642.0	1118779.0	1525148.075844
sub-1_ses-25_T1w.long.sub-1_base	2633.0	1292.0	5537.0	2553.0	2538.0	9884.0	11650.0	11107.0	3093.0	10480.0	7149.0	5324.0	5592.0	10780.0	2583.0	3534.0	4254.0	2157.0	3788.0	2391.0	9367.0	3449.0	14858.0	9882.0	2704.0	15668.0	21632.0	14099.0	12684.0	11595.0	880.0	3023.0	1040.0	7428.0	1118250.0	1525148.075844
sub-1_ses-26_T1w.long.sub-1_base	2608.0	1295.0	5368.0	2536.0	2577.0	9925.0	11418.0	10983.0	3088.0	10331.0	7017.0	5447.0	5773.0	10630.0	2553.0	3409.0	4229.0	2171.0	3702.0	2454.0	9136.0	3377.0	14486.0	9516.0	2728.0	15259.0	21215.0	13672.0	12577.0	11461.0	852.0	3015.0	996.0	7435.0	1106590.0	1525148.075844
sub-1_ses-27_T1w.long.sub-1_base	2643.0	1283.0	5451.0	2600.0	2650.0	9894.0	11676.0	11018.0	3117.0	10358.0	7172.0	5478.0	5580.0	10673.0	2557.0	3462.0	4195.0	2148.0	3755.0	2460.0	9223.0	3403.0	14684.0	9940.0	2688.0	15582.0	21580.0	14162.0	12566.0	11461.0	893.0	3060.0	997.0	7522.0	1112330.0	1525148.075844
sub-1_ses-28_T1w.long.sub-1_base	2625.0	1303.0	5328.0	2538.0	2371.0	9991.0	11528.0	10962.0	3139.0	10371.0	7084.0	5473.0	5658.0	10619.0	2526.0	3489.0	4217.0	2149.0	3761.0	2453.0	9262.0	3410.0	14727.0	9753.0	2737.0	15447.0	21489.0	13845.0	12592.0	11467.0	898.0	2932.0	979.0	7476.0	1115266.0	1525148.075844
sub-1_ses-29_T1w.long.sub-1_base	2596.0	1285.0	5393.0	2591.0	2411.0	9761.0	11484.0	11011.0	3073.0	10324.0	7191.0	5368.0	5612.0	10563.0	2514.0	3457.0	4183.0	2188.0	3779.0	2420.0	9192.0	3364.0	14617.0	9672.0	2745.0	15514.0	21430.0	13882.0	12418.0	11398.0	868.0	3119.0	998.0	7379.0	1110486.0	1525148.075844
sub-1_ses-30_T1w.long.sub-1_base	2626.0	1285.0	5347.0	2581.0	2499.0	9801.0	11534.0	10991.0	3109.0	10394.0	7107.0	5406.0	5533.0	10657.0	2489.0	3370.0	4222.0	2115.0	3756.0	2428.0	9188.0	3386.0	14425.0	9768.0	2800.0	15397.0	21419.0	13874.0	12572.0	11392.0	863.0	3022.0	993.0	7614.0	1112556.0	1525148.075844
sub-1_ses-31_T1w.long.sub-1_base	2604.0	1301.0	5384.0	2592.0	2492.0	9740.0	11408.0	10942.0	3083.0	10393.0	7132.0	5447.0	5615.0	10675.0	2543.0	3486.0	4205.0	2192.0	3779.0	2471.0	9389.0	3400.0	14702.0	9715.0	2748.0	15502.0	21500.0	14085.0	12502.0	11479.0	874.0	3039.0	986.0	7493.0	1112968.0	1525148.075844
sub-1_ses-32_T1w.long.sub-1_base	2598.0	1248.0	5314.0	2572.0	2474.0	9726.0	11441.0	10835.0	3120.0	10268.0	7099.0	5494.0	5618.0	10621.0	2527.0	3455.0	4246.0	2140.0	3831.0	2488.0	9334.0	3392.0	14783.0	9755.0	2725.0	15563.0	21425.0	14066.0	12521.0	11472.0	900.0	3086.0	994.0	7507.0	1111644.0	1525148.075844
sub-1_ses-33_T1w.long.sub-1_base	2594.0	1254.0	5471.0	2552.0	2514.0	9800.0	11564.0	11003.0	3028.0	10391.0	7067.0	5371.0	5538.0	10730.0	2564.0	3474.0	4298.0	2194.0	3824.0	2365.0	9344.0	3384.0	14972.0	9559.0	2700.0	15801.0	21496.0	13688.0	12737.0	11582.0	907.0	3037.0	957.0	7484.0	1114726.0	1525148.075844
sub-1_ses-34_T1w.long.sub-1_base	2637.0	1289.0	5770.0	2641.0	2375.0	10252.0	11724.0	11528.0	3112.0	10642.0	7318.0	5393.0	6528.0	10707.0	2490.0	3626.0	4308.0	2234.0	3745.0	2415.0	9677.0	3421.0	15300.0	9845.0	2824.0	16007.0	22329.0	14220.0	12786.0	11581.0	885.0	3060.0	1001.0	7475.0	1133220.0	1525148.075844
sub-1_ses-35_T1w.long.sub-1_base	2641.0	1319.0	5658.0	2598.0	2454.0	10106.0	11815.0	11341.0	3077.0	10675.0	7326.0	5445.0	6277.0	10635.0	2487.0	3610.0	4272.0	2199.0	3798.0	2443.0	9575.0	3447.0	15141.0	9744.0	2798.0	15767.0	22032.0	14211.0	12660.0	11469.0	882.0	3019.0	990.0	7494.0	1131480.0	1525148.075844
sub-1_ses-36_T1w.long.sub-1_base	2645.0	1298.0	5663.0	2637.0	2473.0	10256.0	11842.0	11521.0	3087.0	10883.0	7249.0	5404.0	6428.0	10707.0	2481.0	3617.0	4240.0	2239.0	3824.0	2366.0	9700.0	3462.0	15305.0	9873.0	2802.0	15830.0	22129.0	14340.0	12754.0	11642.0	888.0	3114.0	996.0	7416.0	1138323.0	1525148.075844
sub-1_ses-37_T1w.long.sub-1_base	2603.0	1300.0	5613.0	2648.0	2529.0	10042.0	11668.0	11209.0	3066.0	10547.0	7204.0	5320.0	6140.0	10623.0	2506.0	3471.0	4162.0	2164.0	3712.0	2400.0	9381.0	3422.0	14745.0	9719.0	2773.0	15581.0	21866.0	14018.0	12511.0	11428.0	886.0	3012.0	998.0	7440.0	1127517.0	1525148.075844
sub-1_ses-38_T1w.long.sub-1_base	2605.0	1271.0	5456.0	2572.0	2480.0	9881.0	11390.0	11258.0	3023.0	10460.0	7241.0	5335.0	6477.0	10438.0	2448.0	3445.0	4114.0	2193.0	3726.0	2492.0	9319.0	3322.0	14664.0	9492.0	2754.0	15383.0	21589.0	13878.0	12373.0	11162.0	871.0	2960.0	989.0	7381.0	1123802.0	1525148.075844
